# Spinorama measured speaker EQ; revision b38d2715441f134a63b737b2fd913d14058a2643
# Model<TAB>Source<TAB>Path; only actual iir-autoeq.txt files, no symlinks
DIYSG Volt-8 v2	Spinorama	datas/eq/DIYSG Volt-8 v2/iir-autoeq.txt
Dali Oberon Vokal	Spinorama	datas/eq/Dali Oberon Vokal/iir-autoeq.txt
Dali Rubikore 6	Spinorama	datas/eq/Dali Rubikore 6/iir-autoeq.txt
Dali Spektor 1	Spinorama	datas/eq/Dali Spektor 1/iir-autoeq.txt
Dali Zensor 1	Spinorama	datas/eq/Dali Zensor 1/iir-autoeq.txt
Danley Cube	Spinorama	datas/eq/Danley Cube/iir-autoeq.txt
Danley HRE1	Spinorama	datas/eq/Danley HRE1/iir-autoeq.txt
Danley ILE3	Spinorama	datas/eq/Danley ILE3/iir-autoeq.txt
Danley J1-94	Spinorama	datas/eq/Danley J1-94/iir-autoeq.txt
Danley J2-96	Spinorama	datas/eq/Danley J2-96/iir-autoeq.txt
Danley J3-64	Spinorama	datas/eq/Danley J3-64/iir-autoeq.txt
Danley J4-31	Spinorama	datas/eq/Danley J4-31/iir-autoeq.txt
Danley J6-42	Spinorama	datas/eq/Danley J6-42/iir-autoeq.txt
Danley J7-95	Spinorama	datas/eq/Danley J7-95/iir-autoeq.txt
Danley SH-50	Spinorama	datas/eq/Danley SH-50/iir-autoeq.txt
Danley SH-60	Spinorama	datas/eq/Danley SH-60/iir-autoeq.txt
Danley SH-62	Spinorama	datas/eq/Danley SH-62/iir-autoeq.txt
Danley SH-96-HO	Spinorama	datas/eq/Danley SH-96-HO/iir-autoeq.txt
Danley SH-Mini-180	Spinorama	datas/eq/Danley SH-Mini-180/iir-autoeq.txt
Danley SH-Mini	Spinorama	datas/eq/Danley SH-Mini/iir-autoeq.txt
Danley SM-100	Spinorama	datas/eq/Danley SM-100/iir-autoeq.txt
Danley SM-100F	Spinorama	datas/eq/Danley SM-100F/iir-autoeq.txt
Danley SM-60F	Spinorama	datas/eq/Danley SM-60F/iir-autoeq.txt
Danley SM-60M	Spinorama	datas/eq/Danley SM-60M/iir-autoeq.txt
Danley SM-80	Spinorama	datas/eq/Danley SM-80/iir-autoeq.txt
Danley SM-80F	Spinorama	datas/eq/Danley SM-80F/iir-autoeq.txt
Dayton Audio B452-AIR	Spinorama	datas/eq/Dayton Audio B452-AIR/iir-autoeq.txt
Dayton Audio B652-AIR	Spinorama	datas/eq/Dayton Audio B652-AIR/iir-autoeq.txt
Dayton Audio C452-AIR	Spinorama	datas/eq/Dayton Audio C452-AIR/iir-autoeq.txt
Dayton Audio MK402	Spinorama	datas/eq/Dayton Audio MK402/iir-autoeq.txt
Dayton Audio MK402X	Spinorama	datas/eq/Dayton Audio MK402X/iir-autoeq.txt
Dayton Audio MK442	Spinorama	datas/eq/Dayton Audio MK442/iir-autoeq.txt
Dayton Audio MK602X	Spinorama	datas/eq/Dayton Audio MK602X/iir-autoeq.txt
Dayton Audio OPAL1	Spinorama	datas/eq/Dayton Audio OPAL1/iir-autoeq.txt
Definitive Technology BP9020	Spinorama	datas/eq/Definitive Technology BP9020/iir-autoeq.txt
Definitive Technology D9	Spinorama	datas/eq/Definitive Technology D9/iir-autoeq.txt
Definitive Technology Demand D11	Spinorama	datas/eq/Definitive Technology Demand D11/iir-autoeq.txt
Definitive Technology ProMonitor 1000	Spinorama	datas/eq/Definitive Technology ProMonitor 1000/iir-autoeq.txt
Dennis Murphy Affordable Accuracy Monitor	Spinorama	datas/eq/Dennis Murphy Affordable Accuracy Monitor/iir-autoeq.txt
Devialet Phantom I	Spinorama	datas/eq/Devialet Phantom I/iir-autoeq.txt
Devialet Phantom II	Spinorama	datas/eq/Devialet Phantom II/iir-autoeq.txt
Devialet Phantom Reactor 900	Spinorama	datas/eq/Devialet Phantom Reactor 900/iir-autoeq.txt
Diapason Emera	Spinorama	datas/eq/Diapason Emera/iir-autoeq.txt
Dolby CS 126	Spinorama	datas/eq/Dolby CS 126/iir-autoeq.txt
Dolby CS 126MH	Spinorama	datas/eq/Dolby CS 126MH/iir-autoeq.txt
Dolby CS 128	Spinorama	datas/eq/Dolby CS 128/iir-autoeq.txt
Dolby CS 128LF	Spinorama	datas/eq/Dolby CS 128LF/iir-autoeq.txt
Dolby CS 128MH	Spinorama	datas/eq/Dolby CS 128MH/iir-autoeq.txt
Dolby CS 133	Spinorama	datas/eq/Dolby CS 133/iir-autoeq.txt
Dolby CS 136LF	Spinorama	datas/eq/Dolby CS 136LF/iir-autoeq.txt
Dolby CS 136MH	Spinorama	datas/eq/Dolby CS 136MH/iir-autoeq.txt
Donner Dyna 3	Spinorama	datas/eq/Donner Dyna 3/iir-autoeq.txt
Donner Dyna 4	Spinorama	datas/eq/Donner Dyna 4/iir-autoeq.txt
Dutch Dutch 8C	Spinorama	datas/eq/Dutch Dutch 8C/iir-autoeq.txt
Dynaudio Core 47	Spinorama	datas/eq/Dynaudio Core 47/iir-autoeq.txt
Dynaudio Emit 20	Spinorama	datas/eq/Dynaudio Emit 20/iir-autoeq.txt
Dynaudio Emit 30	Spinorama	datas/eq/Dynaudio Emit 30/iir-autoeq.txt
Dynaudio Emit M10	Spinorama	datas/eq/Dynaudio Emit M10/iir-autoeq.txt
Dynaudio Excite X14	Spinorama	datas/eq/Dynaudio Excite X14/iir-autoeq.txt
Dynaudio Heritage Special	Spinorama	datas/eq/Dynaudio Heritage Special/iir-autoeq.txt
Dynaudio LYD 5	Spinorama	datas/eq/Dynaudio LYD 5/iir-autoeq.txt
Dynaudio Special Forty	Spinorama	datas/eq/Dynaudio Special Forty/iir-autoeq.txt
Dynaudio Xeo 3	Spinorama	datas/eq/Dynaudio Xeo 3/iir-autoeq.txt
Dynavoice Definition DC-5	Spinorama	datas/eq/Dynavoice Definition DC-5/iir-autoeq.txt
EAW MKC120	Spinorama	datas/eq/EAW MKC120/iir-autoeq.txt
EAW MKC50	Spinorama	datas/eq/EAW MKC50/iir-autoeq.txt
EAW MKC60	Spinorama	datas/eq/EAW MKC60/iir-autoeq.txt
EAW MKC80	Spinorama	datas/eq/EAW MKC80/iir-autoeq.txt
EAW MKD1000	Spinorama	datas/eq/EAW MKD1000/iir-autoeq.txt
EAW MKD1200	Spinorama	datas/eq/EAW MKD1200/iir-autoeq.txt
